texto,texto_limpio,categoria_id,categoria_nombre,respuesta_generalizada
"1. La orden de matrícula no tuvo en cuenta mi calidad de egresada de la universidad para aplicar el descuento, 2. Realice el trámite que me indicaron para que se surtiera la corrección 3. Recibí un correo de secretaría general en el que me informaban que efectivamente tenía derecho el descuento,4 hoy recibo otro correo en el que me dicen que la fecha en la que realicé la inscripción y surtí el proceso ya estaba por fuera de la fecha para aplicar al descuento, lo cual es muy extraño por cuanto realice el proceso junto con una compañera de la oficina en las mismas fechas y a quien si se le reconoció el descuento.","1. La orden de matrícula no tuvo en cuenta mi calidad de egresada de la universidad para aplicar el descuento, 2. Realice el trámite que me indicaron para que se surtiera la corrección 3. Recibí un correo de secretaría general en el que me informaban que efectivamente tenía derecho el descuento,4 hoy recibo otro correo en el que me dicen que la fecha en la que realicé la inscripción y surtí el proceso ya estaba por fuera de la fecha para aplicar al descuento, lo cual es muy extraño por cuanto realice el proceso junto con una compañera de la oficina en las mismas fechas y a quien si se le reconoció el descuento.",20,Matrícula y órdenes de matrícula,"Las solicitudes relacionadas con matrícula y órdenes de matrícula deben ser atendidas verificando el estado académico y administrativo del estudiante y la información de la orden correspondiente. Según el caso, se debe gestionar la generación, modificación o corrección de la orden y orientar al usuario sobre los pasos necesarios para continuar con su matrícula."
"Buenos días Nicolas, necesitamos confirmar la forma de pago de una factura desde el exterior
Estuvimos revisando en la página web y señala que debe ser a través de Western, y con el fin de que el cambio nos beneficie queremos confirmar si podemos hacer varias transferencias?
Una vez completado el pago, adjuntamos los comprobantes de envío y señalamos la factura a la cuál debe aplicarse dichos pagos, es así? 

Patrocinio 100% Maestría Virtual Tributación Internacional, comercio exterior y aduanas, Beneficiatio: Neidy Alejandra Lis UrreaEIN: 320791209","Buenos días Nicolas, necesitamos confirmar la forma de pago de una factura desde el exterior
Estuvimos revisando en la página web y señala que debe ser a través de Western, y con el fin de que el cambio nos beneficie queremos confirmar si podemos hacer varias transferencias?
Una vez completado el pago, adjuntamos los comprobantes de envío y señalamos la factura a la cuál debe aplicarse dichos pagos, es así? 

Patrocinio 100% Maestría Virtual Tributación Internacional, comercio exterior y aduanas, Beneficiatio: Neidy Alejandra Lis UrreaEIN: 320791209",5,Órdenes de pago,"Las solicitudes relacionadas con órdenes de pago deben ser revisadas de acuerdo con el tipo de trámite requerido. Se debe validar la información de la orden y, según el caso, gestionar su generación, modificación, consulta o corrección. Al usuario se le debe indicar el estado de la solicitud y las acciones necesarias para continuar el trámite."
Desde la semana pasada solicite por acá y por correo que por favor el soporte del pago de la matricula y del derecho a grado para solicitar el reembolso por mis cesantías,Desde la semana pasada solicite por acá y por correo que por favor el soporte del pago de la matricula y del derecho a grado para solicitar el reembolso por mis cesantías,7,Pago de derechos de grado,"Para las solicitudes relacionadas con el pago de derechos de grado, se debe verificar la información correspondiente al trámite y al pago realizado. Cuando el usuario solicite orientación, se debe indicar el procedimiento aplicable y, cuando presente un comprobante, validar la información necesaria para continuar con el proceso de grado."
solicitud de cambio de contraseña,solicitud de cambio de contraseña,2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
solicitud de cambio de contraseña,solicitud de cambio de contraseña,2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
Apoyo ingreso aula virtual,Apoyo ingreso aula virtual,15,Educación Estrella,"Las solicitudes relacionadas con Educación Estrella deben ser atendidas identificando si corresponden a financiación, descuentos, pagos u otra gestión asociada al programa. Se debe verificar la información del caso y orientar al usuario sobre el estado de su solicitud y las condiciones o pasos necesarios para continuar el trámite."
No he podido renovar mi préstamo de libros en la biblioteca,No he podido renovar mi préstamo de libros en la biblioteca,13,Bancos de datos jurídicos,"Para acceder a los bancos de datos jurídicos, se debe verificar que el usuario tenga el registro y los permisos correspondientes. Cuando se requiera la creación de un usuario o existan problemas con las credenciales o el acceso, se debe realizar la validación y gestión necesaria para habilitar el servicio."
Requiero ingresar a las aulas virtuales pero genera error,Requiero ingresar a las aulas virtuales pero genera error,14,Integración y aulas académicas,"Las solicitudes relacionadas con integración y aulas académicas requieren verificar la información académica del estudiante, su integración y la asignación correspondiente. Cuando exista un inconveniente con el aula, la integración o el acceso a una plataforma académica, se debe revisar el caso y realizar la gestión necesaria para corregirlo."
Solicitud Desbloqueo Financiero,Solicitud Desbloqueo Financiero,16,Bloqueos financieros,"Cuando existe un bloqueo financiero, se debe identificar el motivo del bloqueo y verificar las obligaciones o valores pendientes asociados al usuario. Una vez validada la situación, se debe informar qué condición debe cumplirse o qué gestión debe realizarse para solicitar o efectuar el levantamiento del bloqueo."
No he podido descargar el carnet digital,No he podido descargar el carnet digital,12,Carné digital,"Cuando el usuario presenta inconvenientes con el carné digital, se debe verificar el estado de su registro y la información asociada al carné. Según el caso, se debe gestionar la activación, actualización o corrección necesaria para que el usuario pueda utilizar correctamente el carné digital."
Validar bloqueo,Validar bloqueo,16,Bloqueos financieros,"Cuando existe un bloqueo financiero, se debe identificar el motivo del bloqueo y verificar las obligaciones o valores pendientes asociados al usuario. Una vez validada la situación, se debe informar qué condición debe cumplirse o qué gestión debe realizarse para solicitar o efectuar el levantamiento del bloqueo."
"El día de ayer realize todo el proceso de inscripción al curso de portugués, ya realize el pago y la inscripción no se que paso seguiria","El día de ayer realize todo el proceso de inscripción al curso de portugués, ya realize el pago y la inscripción no se que paso seguiria",20,Matrícula y órdenes de matrícula,"Las solicitudes relacionadas con matrícula y órdenes de matrícula deben ser atendidas verificando el estado académico y administrativo del estudiante y la información de la orden correspondiente. Según el caso, se debe gestionar la generación, modificación o corrección de la orden y orientar al usuario sobre los pasos necesarios para continuar con su matrícula."
Donde puedo solicitar el bosquejo o estructura para el proyecto de grado de articulo científico,Donde puedo solicitar el bosquejo o estructura para el proyecto de grado de articulo científico,9,Certificados académicos,"Los certificados académicos se gestionan de acuerdo con el tipo de certificación solicitada, como certificados de notas, estudios, título o terminación de materias. Se debe identificar el certificado requerido, verificar las condiciones para su expedición y orientar al usuario sobre el proceso correspondiente."
Acceso a recurso digitales - consulta suscripción - CETA - Centro de estudio tributario de Antioquia,Acceso a recurso digitales - consulta suscripción - CETA - Centro de estudio tributario de Antioquia,11,Certificados tributarios,Para las solicitudes de certificados tributarios se debe identificar el documento requerido y el periodo o información que el usuario necesita. Se debe validar la información tributaria correspondiente y orientar sobre el procedimiento para obtener el certificado solicitado.
"Funcionario se comunica y manifiesta que al ingresar a las aulas, le aparece el siguiente error.","Funcionario se comunica y manifiesta que al ingresar a las aulas, le aparece el siguiente error.",19,Devoluciones y correcciones,"Cuando una solicitud ha sido devuelta o requiere correcciones, se debe revisar el motivo de la devolución y las modificaciones solicitadas. El usuario debe realizar los ajustes correspondientes y volver a gestionar la solicitud cuando sea necesario, de acuerdo con las condiciones establecidas para el trámite."
Recuperación de archivo - aulas virtuales,Recuperación de archivo - aulas virtuales,12,Carné digital,"Cuando el usuario presenta inconvenientes con el carné digital, se debe verificar el estado de su registro y la información asociada al carné. Según el caso, se debe gestionar la activación, actualización o corrección necesaria para que el usuario pueda utilizar correctamente el carné digital."
ya me habilitaron las credenciales del correo pero para el tema del carnet no me permite hacer el paso a paso,ya me habilitaron las credenciales del correo pero para el tema del carnet no me permite hacer el paso a paso,20,Matrícula y órdenes de matrícula,"Las solicitudes relacionadas con matrícula y órdenes de matrícula deben ser atendidas verificando el estado académico y administrativo del estudiante y la información de la orden correspondiente. Según el caso, se debe gestionar la generación, modificación o corrección de la orden y orientar al usuario sobre los pasos necesarios para continuar con su matrícula."
"Lo que sucede es que no me deja ingresar al Carnet digital, me dice que tengo requisitos de matricula pendientes, pero ya cumplí con todos, incluido la formalizacion","Lo que sucede es que no me deja ingresar al Carnet digital, me dice que tengo requisitos de matricula pendientes, pero ya cumplí con todos, incluido la formalizacion",20,Matrícula y órdenes de matrícula,"Las solicitudes relacionadas con matrícula y órdenes de matrícula deben ser atendidas verificando el estado académico y administrativo del estudiante y la información de la orden correspondiente. Según el caso, se debe gestionar la generación, modificación o corrección de la orden y orientar al usuario sobre los pasos necesarios para continuar con su matrícula."
Es que estoy en el proceso de inscripción de materia perdidaPero me habían comunicado un valor para la inscripciónY ahora estaba por descargar el recibo de pago y me sale un valor más elevado,Es que estoy en el proceso de inscripción de materia perdidaPero me habían comunicado un valor para la inscripciónY ahora estaba por descargar el recibo de pago y me sale un valor más elevado,5,Órdenes de pago,"Las solicitudes relacionadas con órdenes de pago deben ser revisadas de acuerdo con el tipo de trámite requerido. Se debe validar la información de la orden y, según el caso, gestionar su generación, modificación, consulta o corrección. Al usuario se le debe indicar el estado de la solicitud y las acciones necesarias para continuar el trámite."
"hola, hace unos días intenté entrar en el carné digital pero no funcionaba. Entonces fui a ver la mes para que me ayudan y alguien me dije que lo va a arreglar y mandarme un correo cuando es arreglado. He recibido el correo pero todavia no funciona, tengo screenshot para mostrarlo que ocurre cuando intento conectarme a mi carné digital.","hola, hace unos días intenté entrar en el carné digital pero no funcionaba. Entonces fui a ver la mes para que me ayudan y alguien me dije que lo va a arreglar y mandarme un correo cuando es arreglado. He recibido el correo pero todavia no funciona, tengo screenshot para mostrarlo que ocurre cuando intento conectarme a mi carné digital.",12,Carné digital,"Cuando el usuario presenta inconvenientes con el carné digital, se debe verificar el estado de su registro y la información asociada al carné. Según el caso, se debe gestionar la activación, actualización o corrección necesaria para que el usuario pueda utilizar correctamente el carné digital."
Vinculacion estudiante aula sin correo institucional,Vinculacion estudiante aula sin correo institucional,2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
Recuperar clave de avante y usuario de correo .Para orden de matrícula,Recuperar clave de avante y usuario de correo .Para orden de matrícula,2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
Se acerca estudiante informando que requiere obtener el carne digital e ingreso al sistema avante.,Se acerca estudiante informando que requiere obtener el carne digital e ingreso al sistema avante.,15,Educación Estrella,"Las solicitudes relacionadas con Educación Estrella deben ser atendidas identificando si corresponden a financiación, descuentos, pagos u otra gestión asociada al programa. Se debe verificar la información del caso y orientar al usuario sobre el estado de su solicitud y las condiciones o pasos necesarios para continuar el trámite."
Se comunica la Sra Diana Muñoz e indica que a la hija no le han generado la orden de pago.,Se comunica la Sra Diana Muñoz e indica que a la hija no le han generado la orden de pago.,5,Órdenes de pago,"Las solicitudes relacionadas con órdenes de pago deben ser revisadas de acuerdo con el tipo de trámite requerido. Se debe validar la información de la orden y, según el caso, gestionar su generación, modificación, consulta o corrección. Al usuario se le debe indicar el estado de la solicitud y las acciones necesarias para continuar el trámite."
"Solicito ayuda porque no puedo acceder a avante, no me deja actualizar la contraseña tampoco","Solicito ayuda porque no puedo acceder a avante, no me deja actualizar la contraseña tampoco",4,Problemas de acceso a Avante,"Cuando el usuario no puede ingresar a Avante o presenta errores durante el acceso, se debe verificar que sus credenciales y permisos se encuentren habilitados y revisar la situación específica presentada. Si el problema corresponde a un inconveniente de acceso o configuración, se debe realizar la gestión necesaria para restablecer el ingreso a la plataforma."
"estoy intentando entrar al aula virtual, ya tengo correo institucional pero al ingresar me dice que el usuario no existe","estoy intentando entrar al aula virtual, ya tengo correo institucional pero al ingresar me dice que el usuario no existe",2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
Certificado de pago de programa,Certificado de pago de programa,10,Certificados financieros,"Las solicitudes de certificados financieros deben ser atendidas identificando el tipo de información requerida, por ejemplo valores pagados, información del programa o financiación. Se debe validar la información financiera disponible y orientar al usuario sobre la certificación que corresponde a su solicitud."
"Tengo un problema con respecto a una orden de pago que me expidieron ayer, no me dejó pagarla de manera virtual y ya que salí de clase tarde no pude realizar el pago por medio de ningún banco, no sé qué hacer porque me dijeron que debía hacer el pago ayer sí o sí o tendría que volver a hacer todo el proceso de nuevo con ticket","Tengo un problema con respecto a una orden de pago que me expidieron ayer, no me dejó pagarla de manera virtual y ya que salí de clase tarde no pude realizar el pago por medio de ningún banco, no sé qué hacer porque me dijeron que debía hacer el pago ayer sí o sí o tendría que volver a hacer todo el proceso de nuevo con ticket",5,Órdenes de pago,"Las solicitudes relacionadas con órdenes de pago deben ser revisadas de acuerdo con el tipo de trámite requerido. Se debe validar la información de la orden y, según el caso, gestionar su generación, modificación, consulta o corrección. Al usuario se le debe indicar el estado de la solicitud y las acciones necesarias para continuar el trámite."
"Funcionario se comunica y manifiesta que le permite ingresar a BANNER, pero no le deja consultar las formas. 
Se valido y esta por LAN en la Universidad. 
Indica que se deben dejar los mismos permisos de YHERMOSA o CROMEROV","Funcionario se comunica y manifiesta que le permite ingresar a BANNER, pero no le deja consultar las formas. 
Se valido y esta por LAN en la Universidad. 
Indica que se deben dejar los mismos permisos de YHERMOSA o CROMEROV",20,Matrícula y órdenes de matrícula,"Las solicitudes relacionadas con matrícula y órdenes de matrícula deben ser atendidas verificando el estado académico y administrativo del estudiante y la información de la orden correspondiente. Según el caso, se debe gestionar la generación, modificación o corrección de la orden y orientar al usuario sobre los pasos necesarios para continuar con su matrícula."
"Se acerca docente informando que el esposo elimino la apliación del carne digital, no tiene conocimiento decomo volverlo a instalar.","Se acerca docente informando que el esposo elimino la apliación del carne digital, no tiene conocimiento decomo volverlo a instalar.",12,Carné digital,"Cuando el usuario presenta inconvenientes con el carné digital, se debe verificar el estado de su registro y la información asociada al carné. Según el caso, se debe gestionar la activación, actualización o corrección necesaria para que el usuario pueda utilizar correctamente el carné digital."
gracias me arroja este error al ingresar a las aulas virtuales,gracias me arroja este error al ingresar a las aulas virtuales,4,Problemas de acceso a Avante,"Cuando el usuario no puede ingresar a Avante o presenta errores durante el acceso, se debe verificar que sus credenciales y permisos se encuentren habilitados y revisar la situación específica presentada. Si el problema corresponde a un inconveniente de acceso o configuración, se debe realizar la gestión necesaria para restablecer el ingreso a la plataforma."
"Me llegó ayer la confirmación de la legalización de matrícula, pero no sé cómo sea el proceso para obtener el correo institucional.","Me llegó ayer la confirmación de la legalización de matrícula, pero no sé cómo sea el proceso para obtener el correo institucional.",2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
Acceso Correo,Acceso Correo,4,Problemas de acceso a Avante,"Cuando el usuario no puede ingresar a Avante o presenta errores durante el acceso, se debe verificar que sus credenciales y permisos se encuentren habilitados y revisar la situación específica presentada. Si el problema corresponde a un inconveniente de acceso o configuración, se debe realizar la gestión necesaria para restablecer el ingreso a la plataforma."
Necesito conocer mi correo institucional y su respectiva clave ya que no he recibido el correo con estos accesos y lo requiero para acceder a la app de la universidad y hacer uso de todos los beneficios,Necesito conocer mi correo institucional y su respectiva clave ya que no he recibido el correo con estos accesos y lo requiero para acceder a la app de la universidad y hacer uso de todos los beneficios,2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
Estudiante se comunica y manifiesta que desea validar el estado del ticket REQ 2025-060287,Estudiante se comunica y manifiesta que desea validar el estado del ticket REQ 2025-060287,1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"Muy buenas, personas de la comunidad virtual del Externado.
Les habla el estudiante Sebastián Díaz, del programa de Psicología, identificado con la ***DOCUMENTO***. Me comunico con ustedes porque tengo un inconveniente con el campus virtual de la universidad. En el semestre pasado cursé una asignatura relacionada con la tesis, en la cual se enviaban trabajos y tareas. No obstante, uno de esos trabajos ya no aparece, debido a que la materia finalizó y ahora dice que no tengo ningún curso o materia
Me gustaría saber si es posible ver los documentos enviados en el aula de la materia que se había visto anteriormente y ya no está; esto ya que trataba sobre la tesis por la cual, me preocupa demasiado perder dicho documento","Muy buenas, personas de la comunidad virtual del Externado.
Les habla el estudiante Sebastián Díaz, del programa de Psicología, identificado con la ***DOCUMENTO***. Me comunico con ustedes porque tengo un inconveniente con el campus virtual de la universidad. En el semestre pasado cursé una asignatura relacionada con la tesis, en la cual se enviaban trabajos y tareas. No obstante, uno de esos trabajos ya no aparece, debido a que la materia finalizó y ahora dice que no tengo ningún curso o materia
Me gustaría saber si es posible ver los documentos enviados en el aula de la materia que se había visto anteriormente y ya no está; esto ya que trataba sobre la tesis por la cual, me preocupa demasiado perder dicho documento",14,Integración y aulas académicas,"Las solicitudes relacionadas con integración y aulas académicas requieren verificar la información académica del estudiante, su integración y la asignación correspondiente. Cuando exista un inconveniente con el aula, la integración o el acceso a una plataforma académica, se debe revisar el caso y realizar la gestión necesaria para corregirlo."
bloqueo de usuario - contraseña,bloqueo de usuario - contraseña,2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
Se acerca estudiante solicitando la colaboración de visualización del carne digital.,Se acerca estudiante solicitando la colaboración de visualización del carne digital.,12,Carné digital,"Cuando el usuario presenta inconvenientes con el carné digital, se debe verificar el estado de su registro y la información asociada al carné. Según el caso, se debe gestionar la activación, actualización o corrección necesaria para que el usuario pueda utilizar correctamente el carné digital."
Proceso educación estrella,Proceso educación estrella,15,Educación Estrella,"Las solicitudes relacionadas con Educación Estrella deben ser atendidas identificando si corresponden a financiación, descuentos, pagos u otra gestión asociada al programa. Se debe verificar la información del caso y orientar al usuario sobre el estado de su solicitud y las condiciones o pasos necesarios para continuar el trámite."
Estudiante se comunica y manifiesta que desea restablecer la contraseña del correo.,Estudiante se comunica y manifiesta que desea restablecer la contraseña del correo.,2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
Validar bloqueo,Validar bloqueo,16,Bloqueos financieros,"Cuando existe un bloqueo financiero, se debe identificar el motivo del bloqueo y verificar las obligaciones o valores pendientes asociados al usuario. Una vez validada la situación, se debe informar qué condición debe cumplirse o qué gestión debe realizarse para solicitar o efectuar el levantamiento del bloqueo."
Acceso correo,Acceso correo,2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
"Se comunica el Sr Jorge Humberto Rueda Baron e indica que desea validar el estado del correo enviado. 
CRM 35618372 Estudiante Desnivelado NATALIA RUEDA JOYA","Se comunica el Sr Jorge Humberto Rueda Baron e indica que desea validar el estado del correo enviado. 
CRM 35618372 Estudiante Desnivelado NATALIA RUEDA JOYA",2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
Usuario de red bloqueado :consultorioj,Usuario de red bloqueado :consultorioj,4,Problemas de acceso a Avante,"Cuando el usuario no puede ingresar a Avante o presenta errores durante el acceso, se debe verificar que sus credenciales y permisos se encuentren habilitados y revisar la situación específica presentada. Si el problema corresponde a un inconveniente de acceso o configuración, se debe realizar la gestión necesaria para restablecer el ingreso a la plataforma."
Carné estudiantil,Carné estudiantil,15,Educación Estrella,"Las solicitudes relacionadas con Educación Estrella deben ser atendidas identificando si corresponden a financiación, descuentos, pagos u otra gestión asociada al programa. Se debe verificar la información del caso y orientar al usuario sobre el estado de su solicitud y las condiciones o pasos necesarios para continuar el trámite."
Se comunica el Sr Jorge Arias e indica que el recibo se le genero por un valor diferente.,Se comunica el Sr Jorge Arias e indica que el recibo se le genero por un valor diferente.,5,Órdenes de pago,"Las solicitudes relacionadas con órdenes de pago deben ser revisadas de acuerdo con el tipo de trámite requerido. Se debe validar la información de la orden y, según el caso, gestionar su generación, modificación, consulta o corrección. Al usuario se le debe indicar el estado de la solicitud y las acciones necesarias para continuar el trámite."
Se acerca estudiante informando que realizara el viaje fuera de colombia y requiere configurar la otra forma de autenticación.,Se acerca estudiante informando que realizara el viaje fuera de colombia y requiere configurar la otra forma de autenticación.,9,Certificados académicos,"Los certificados académicos se gestionan de acuerdo con el tipo de certificación solicitada, como certificados de notas, estudios, título o terminación de materias. Se debe identificar el certificado requerido, verificar las condiciones para su expedición y orientar al usuario sobre el proceso correspondiente."
No sé cuál es mi correo institucional,No sé cuál es mi correo institucional,2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
"ya tengo mi paz y salvo, cómo puedo solicitar mi diploma de grado sin ceremonia","ya tengo mi paz y salvo, cómo puedo solicitar mi diploma de grado sin ceremonia",8,Paz y Salvo para grado,"El Paz y Salvo requerido para grado debe ser gestionado de acuerdo con el estado de las obligaciones y validaciones institucionales asociadas al estudiante. Ante una consulta o seguimiento, se debe revisar el estado del trámite y comunicar al usuario si existe alguna gestión pendiente para completar el proceso."
Se acerca estudiante para saber si se legalizó su matricula ya que cuenta con educación estrella y la facultad indica que no ha realizado el pago de la misma,Se acerca estudiante para saber si se legalizó su matricula ya que cuenta con educación estrella y la facultad indica que no ha realizado el pago de la misma,7,Pago de derechos de grado,"Para las solicitudes relacionadas con el pago de derechos de grado, se debe verificar la información correspondiente al trámite y al pago realizado. Cuando el usuario solicite orientación, se debe indicar el procedimiento aplicable y, cuando presente un comprobante, validar la información necesaria para continuar con el proceso de grado."
"Se acerca estudiante solicitando el apoyo para obterner el carne digital, debido a que no tiene conocimiento de como obtenerlo.","Se acerca estudiante solicitando el apoyo para obterner el carne digital, debido a que no tiene conocimiento de como obtenerlo.",12,Carné digital,"Cuando el usuario presenta inconvenientes con el carné digital, se debe verificar el estado de su registro y la información asociada al carné. Según el caso, se debe gestionar la activación, actualización o corrección necesaria para que el usuario pueda utilizar correctamente el carné digital."
Se acerca la estudiante para realizar el pago del seguro estudiantil.,Se acerca la estudiante para realizar el pago del seguro estudiantil.,5,Órdenes de pago,"Las solicitudes relacionadas con órdenes de pago deben ser revisadas de acuerdo con el tipo de trámite requerido. Se debe validar la información de la orden y, según el caso, gestionar su generación, modificación, consulta o corrección. Al usuario se le debe indicar el estado de la solicitud y las acciones necesarias para continuar el trámite."
"Ya realicé mi proceso de legalización de matrícula. Sin embargo, hasta el momento no se me ha dado el correo electrónico institucional ni la contraseña de este.
Solo cuento con el usuario de Avante.
No sé cuál sea el lado a seguir","Ya realicé mi proceso de legalización de matrícula. Sin embargo, hasta el momento no se me ha dado el correo electrónico institucional ni la contraseña de este.
Solo cuento con el usuario de Avante.
No sé cuál sea el lado a seguir",2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
"Solicité el grado de mi especialización por secretaría, ya realicé el pago de los derechos de grado y me gustaría saber cuál es el paso a seguir","Solicité el grado de mi especialización por secretaría, ya realicé el pago de los derechos de grado y me gustaría saber cuál es el paso a seguir",7,Pago de derechos de grado,"Para las solicitudes relacionadas con el pago de derechos de grado, se debe verificar la información correspondiente al trámite y al pago realizado. Cuando el usuario solicite orientación, se debe indicar el procedimiento aplicable y, cuando presente un comprobante, validar la información necesaria para continuar con el proceso de grado."
Estudiante se comunica y manifiesta que desea aplicar el descuento de egresado y pronto pago.,Estudiante se comunica y manifiesta que desea aplicar el descuento de egresado y pronto pago.,5,Órdenes de pago,"Las solicitudes relacionadas con órdenes de pago deben ser revisadas de acuerdo con el tipo de trámite requerido. Se debe validar la información de la orden y, según el caso, gestionar su generación, modificación, consulta o corrección. Al usuario se le debe indicar el estado de la solicitud y las acciones necesarias para continuar el trámite."
Apoyo para solicitar el carné digital,Apoyo para solicitar el carné digital,12,Carné digital,"Cuando el usuario presenta inconvenientes con el carné digital, se debe verificar el estado de su registro y la información asociada al carné. Según el caso, se debe gestionar la activación, actualización o corrección necesaria para que el usuario pueda utilizar correctamente el carné digital."
Bloqueo de cuenta,Bloqueo de cuenta,16,Bloqueos financieros,"Cuando existe un bloqueo financiero, se debe identificar el motivo del bloqueo y verificar las obligaciones o valores pendientes asociados al usuario. Una vez validada la situación, se debe informar qué condición debe cumplirse o qué gestión debe realizarse para solicitar o efectuar el levantamiento del bloqueo."
Estoy intentando subir la foto para mi carnet pero me sigue saliendo rechazada o en proceso de aceptación,Estoy intentando subir la foto para mi carnet pero me sigue saliendo rechazada o en proceso de aceptación,20,Matrícula y órdenes de matrícula,"Las solicitudes relacionadas con matrícula y órdenes de matrícula deben ser atendidas verificando el estado académico y administrativo del estudiante y la información de la orden correspondiente. Según el caso, se debe gestionar la generación, modificación o corrección de la orden y orientar al usuario sobre los pasos necesarios para continuar con su matrícula."
Gracias pero por qué no puedo tener carnet digital?,Gracias pero por qué no puedo tener carnet digital?,12,Carné digital,"Cuando el usuario presenta inconvenientes con el carné digital, se debe verificar el estado de su registro y la información asociada al carné. Según el caso, se debe gestionar la activación, actualización o corrección necesaria para que el usuario pueda utilizar correctamente el carné digital."
Se acerca estudiante para validar el ticket 047856,Se acerca estudiante para validar el ticket 047856,1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
